Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,
N-REBGN-NS-TR21,CRE 54 Culebra Norte,Pto. de Calidad  Culebra Norte T.R.,10/04/17 09:00:00,92.0239,1.3759,0.1695,1.5454,3.5194,,,40.1208,,,
N-REBGN-NS-TR21,CRE 54 Culebra Norte,Pto. de Calidad  Culebra Norte T.R.,11/04/17 09:00:00,92.0239,1.3759,0.1695,1.5454,3.5194,,,40.1208,,,
N-REBGN-NS-TR21,CRE 54 Culebra Norte,Pto. de Calidad  Culebra Norte T.R.,12/04/17 09:00:00,92.0239,1.3759,0.1695,1.5454,3.5194,,,40.1208,,,
N-REBGN-NS-TR21,CRE 54 Culebra Norte,Pto. de Calidad  Culebra Norte T.R.,13/04/17 09:00:00,92.0239,1.3759,0.1695,1.5454,3.5194,,,40.1208,,,
N-REBGN-NS-TR21,CRE 54 Culebra Norte,Pto. de Calidad  Culebra Norte T.R.,14/04/17 09:00:00,92.0239,1.3759,0.1695,1.5454,3.5194,,,40.1208,,,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/04/17 09:00:00,83.4423,0.0023,8.9579,8.9602,6.9316,245.9966,176.7534,36.9053,46.3056,1.3337,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/04/17 09:00:00,86.4083,0.0027,9.0135,9.0162,4.0679,242.4873,146.4258,35.9367,45.6739,1.2783,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/04/17 09:00:00,85.6350,0.0065,9.3703,9.3768,4.4079,244.1983,116.9493,35.9439,45.5372,1.9888,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/04/17 09:00:00,85.1925,0.0074,9.5796,9.5869,4.4654,242.9296,103.5363,35.9944,45.4876,1.6779,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,05/04/17 09:00:00,86.1227,0.0004,8.3931,8.3936,4.7626,242.7378,142.8213,36.4890,46.2642,2.0255,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,06/04/17 09:00:00,86.1690,0.0007,8.4930,8.4937,4.4897,240.1446,94.4723,36.4483,46.2040,1.6564,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,07/04/17 09:00:00,86.5610,0.0004,8.6162,8.6166,4.2663,239.4085,96.4208,36.1458,45.9647,1.4700,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,08/04/17 09:00:00,86.6442,0.0051,8.3560,8.3610,4.4387,237.9717,78.2235,36.2939,46.1587,1.2104,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,09/04/17 09:00:00,86.7411,0.0048,8.2556,8.2604,4.4369,240.8627,85.1356,36.3397,46.2276,1.3015,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,10/04/17 09:00:00,87.2970,0.0056,7.8444,7.8500,4.2281,240.3658,97.2979,36.4845,46.4817,1.4407,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,11/04/17 09:00:00,87.0452,0.0045,8.1625,8.1670,4.2529,237.2762,72.4904,36.3066,46.2438,1.5126,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,12/04/17 09:00:00,87.7686,0.0039,7.7451,7.7490,4.0409,238.8345,82.8686,36.3415,46.4334,1.4065,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,13/04/17 09:00:00,87.9739,0.0114,7.6693,7.6807,3.9318,239.3724,83.3544,36.3167,46.4437,1.1526,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,14/04/17 09:00:00,88.2863,0.0063,7.4116,7.4179,3.8962,239.1017,84.7318,36.3975,46.6016,1.1745,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,01/04/17 05:00:00,84.0966,0.0005,7.7099,7.7104,7.7706,231.9087,115.2218,37.3402,47.0783,1.3363,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,02/04/17 05:00:00,87.7709,0.0011,7.6895,7.6906,4.2133,229.5454,75.8081,36.2785,46.4215,1.2400,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,03/04/17 05:00:00,87.1062,0.0054,7.7967,7.8021,4.6204,233.5949,92.5566,36.4465,46.4812,1.9039,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,04/04/17 05:00:00,86.8972,0.0083,7.9938,8.0021,4.4941,233.1984,73.8406,36.4236,46.3857,1.6889,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,05/04/17 05:00:00,86.3604,0.0000,8.0722,8.0722,4.9636,235.7053,91.2950,36.5347,46.4295,1.9352,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,06/04/17 05:00:00,86.6112,0.0004,8.3212,8.3216,4.2216,232.6387,76.5361,36.3997,46.2441,1.5968,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,07/04/17 05:00:00,87.2162,0.0001,8.4010,8.4011,3.9231,231.3555,81.0950,36.0204,45.9738,1.5819,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,08/04/17 05:00:00,87.4393,0.0020,8.2395,8.2415,4.0264,227.6323,65.5667,35.9948,46.0213,1.2766,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,09/04/17 05:00:00,87.5649,0.0020,8.1011,8.1031,4.0273,230.7384,63.3159,36.0548,46.1146,1.7218,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,10/04/17 05:00:00,87.4048,0.0053,8.0882,8.0936,4.0375,234.7113,89.9126,36.1805,46.1966,1.8705,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,11/04/17 05:00:00,87.4171,0.0035,7.9791,7.9826,4.1638,226.2649,54.8897,36.2241,46.2692,1.5256,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,12/04/17 05:00:00,87.6247,0.0013,8.2207,8.2220,3.8551,228.6746,62.8518,35.9560,46.0046,1.5900,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,13/04/17 05:00:00,88.2281,0.0101,7.8632,7.8732,3.6494,225.7655,60.8446,35.9972,46.1687,1.3056,
S-CABGN072-TR02,CRE 38 CPG Cactus,Pto. de Calidad Cactus,14/04/17 05:00:00,88.3673,0.0058,7.7486,7.7544,3.6251,225.6683,62.5611,36.0391,46.2440,1.3209,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,01/04/17 05:00:00,81.7066,0.0035,12.2828,12.2863,5.4560,242.7856,70.1572,35.0219,43.8466,1.3690,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,02/04/17 05:00:00,82.2239,0.0051,11.8479,11.8531,5.3937,243.0285,72.5467,35.1566,44.0941,1.5049,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,03/04/17 05:00:00,82.5902,0.0083,12.0363,12.0446,4.9071,243.4388,64.4373,34.9043,43.8561,2.5840,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,04/04/17 05:00:00,80.5817,0.0018,14.0455,14.0473,4.9138,241.8610,67.7323,34.1435,42.6260,1.7434,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,05/04/17 05:00:00,82.0919,0.0000,12.1134,12.1134,5.2366,237.9113,85.8066,35.0282,43.9145,1.9666,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,06/04/17 05:00:00,81.4722,0.0000,12.7895,12.7895,5.2318,234.9924,68.0840,34.7320,43.4718,2.1081,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,07/04/17 05:00:00,80.5670,0.0001,13.8316,13.8317,5.1131,234.7237,66.9013,34.2928,42.8037,2.0344,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,08/04/17 05:00:00,80.2041,0.0081,13.4181,13.4262,5.6622,224.0798,41.9767,34.7277,43.2389,1.6703,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,09/04/17 05:00:00,80.1558,0.0067,13.3151,13.3218,5.7873,232.1779,50.5064,34.8217,43.3393,1.2424,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,10/04/17 05:00:00,81.0419,0.0060,12.9562,12.9622,5.3422,216.1172,24.2555,34.7846,43.4437,0.8065,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,11/04/17 05:00:00,80.7326,0.0049,14.0767,14.0816,4.8388,216.2876,29.6958,34.0309,42.5371,0.5962,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,12/04/17 05:00:00,82.2520,0.0080,12.2606,12.2686,5.0867,222.9623,35.4578,34.8191,43.7178,0.8735,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,13/04/17 05:00:00,82.5563,0.0094,12.0340,12.0434,4.9920,241.6622,59.2894,34.8933,43.8492,1.5302,
S-CABGN072-TR03,CRE 40 CPG Nuevo Pemex,Pto. de Calidad Nuevo Pemex T.R.,14/04/17 05:00:00,83.2815,0.0106,11.2790,11.2896,5.0019,239.4113,64.3031,35.1960,44.3278,1.5723,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,01/04/17 05:00:00,81.7066,0.0035,12.2828,12.2863,5.4560,242.7856,70.1572,35.0220,43.8467,1.3690,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,02/04/17 05:00:00,82.2239,0.0051,11.8479,11.8531,5.3937,243.0285,72.5467,35.1567,44.0943,1.5049,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,03/04/17 05:00:00,82.5902,0.0083,12.0363,12.0446,4.9071,243.4388,64.4373,34.9044,43.8561,2.5840,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,04/04/17 05:00:00,80.5817,0.0018,14.0455,14.0473,4.9138,241.8610,67.7323,34.1435,42.6260,1.7434,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,05/04/17 05:00:00,82.0919,0.0000,12.1134,12.1134,5.2366,237.9113,85.8066,35.0284,43.9147,1.9666,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,06/04/17 05:00:00,81.4722,0.0000,12.7895,12.7895,5.2318,234.9924,68.0840,34.7321,43.4719,2.1081,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,07/04/17 05:00:00,80.5670,0.0001,13.8316,13.8317,5.1131,234.7237,66.9013,34.2928,42.8037,2.0344,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,08/04/17 05:00:00,80.2041,0.0081,13.4181,13.4262,5.6622,224.0798,41.9767,34.7278,43.2390,1.6703,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,09/04/17 05:00:00,80.1558,0.0067,13.3151,13.3218,5.7873,232.1779,50.5064,34.8219,43.3395,1.2424,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,10/04/17 05:00:00,81.0419,0.0060,12.9562,12.9622,5.3422,216.1172,24.2555,34.7847,43.4438,0.8065,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,11/04/17 05:00:00,80.7326,0.0049,14.0767,14.0816,4.8388,216.2876,29.6958,34.0308,42.5370,0.5962,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,12/04/17 05:00:00,82.2520,0.0080,12.2606,12.2686,5.0867,222.9623,35.4578,34.8191,43.7179,0.8735,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,13/04/17 05:00:00,82.5563,0.0094,12.0340,12.0434,4.9920,241.6622,59.2894,34.8934,43.8493,1.5302,
S-CABGN090-TR01,CRE 37 CPG Ciudad Pemex,Pto. de Calidad CD. Pemex T.R.,14/04/17 05:00:00,83.2815,0.0106,11.2790,11.2896,5.0019,239.4113,64.3031,35.1962,44.3279,1.5723,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,01/04/17 09:00:00,81.7066,0.0035,12.2828,12.2863,5.4560,242.7856,70.1572,35.0220,43.8467,1.3690,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,02/04/17 09:00:00,82.2239,0.0051,11.8479,11.8531,5.3937,243.0285,72.5467,35.1567,44.0943,1.5049,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,03/04/17 09:00:00,82.5902,0.0083,12.0363,12.0446,4.9071,243.4388,64.4373,34.9044,43.8561,2.5840,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,04/04/17 09:00:00,80.5817,0.0018,14.0455,14.0473,4.9138,241.8610,67.7323,34.1435,42.6260,1.7434,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,05/04/17 09:00:00,82.0919,0.0000,12.1134,12.1134,5.2366,237.9113,85.8066,35.0284,43.9147,1.9666,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,06/04/17 09:00:00,81.4722,0.0000,12.7895,12.7895,5.2318,234.9924,68.0840,34.7321,43.4719,2.1081,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,07/04/17 09:00:00,80.5670,0.0001,13.8316,13.8317,5.1131,234.7237,66.9013,34.2928,42.8037,2.0344,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,08/04/17 09:00:00,80.2041,0.0081,13.4181,13.4262,5.6622,224.0798,41.9767,34.7278,43.2390,1.6703,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,09/04/17 09:00:00,80.1558,0.0067,13.3151,13.3218,5.7873,232.1779,50.5064,34.8219,43.3395,1.2424,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,10/04/17 09:00:00,81.0419,0.0060,12.9562,12.9622,5.3422,216.1172,24.2555,34.7847,43.4438,0.8065,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,11/04/17 09:00:00,80.7326,0.0049,14.0767,14.0816,4.8388,216.2876,29.6958,34.0308,42.5370,0.5962,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,12/04/17 09:00:00,82.2520,0.0080,12.2606,12.2686,5.0867,222.9623,35.4578,34.8191,43.7179,0.8735,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,13/04/17 09:00:00,82.5563,0.0094,12.0340,12.0434,4.9920,241.6622,59.2894,34.8934,43.8493,1.5302,
S-CABGN110-TR04,CRE 39 KM-100,Pto. de Calidad Km. 100 T.R.,14/04/17 09:00:00,83.2815,0.0106,11.2790,11.2896,5.0019,239.4113,64.3031,35.1962,44.3279,1.5723,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,01/04/17 09:00:00,90.9339,0.2024,2.0108,2.2132,6.3457,221.6031,20.6439,39.0565,50.3659,0.0746,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,02/04/17 09:00:00,91.1320,0.1841,1.9933,2.1774,6.2323,222.9447,19.2936,39.0037,50.3526,0.0657,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,03/04/17 09:00:00,91.4065,0.1275,1.3825,1.5100,6.6378,213.1023,21.1223,39.3603,50.8617,0.0696,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,04/04/17 09:00:00,90.6516,0.1323,2.0990,2.2314,6.7042,210.9714,20.8560,39.0876,50.3897,0.0884,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,05/04/17 09:00:00,90.3103,0.1438,2.1004,2.2441,7.0345,211.3515,19.2996,39.1793,50.4382,0.0822,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,06/04/17 09:00:00,90.1866,0.1411,2.0940,2.2350,7.1775,211.7118,19.0802,39.2172,50.4647,0.0719,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,07/04/17 09:00:00,90.2220,0.1241,2.0189,2.1429,7.2333,211.7144,21.9470,39.2687,50.5389,0.0612,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,08/04/17 09:00:00,90.1703,0.1183,1.9111,2.0294,7.3797,212.2789,23.4419,39.3648,50.6455,0.0606,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,09/04/17 09:00:00,89.8298,0.1148,2.0496,2.1644,7.4822,214.4189,23.6839,39.4072,50.6103,0.0856,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,10/04/17 09:00:00,90.1272,0.1347,2.0834,2.2181,7.2199,212.2515,22.5500,39.2575,50.4966,0.0868,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,11/04/17 09:00:00,90.1512,0.1155,2.0263,2.1419,7.2705,212.3999,23.7158,39.3024,50.5605,0.1036,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,12/04/17 09:00:00,89.7108,0.1113,2.0992,2.2105,7.5471,215.1348,23.2210,39.4177,50.5966,0.1020,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,13/04/17 09:00:00,89.9564,0.1776,2.1007,2.2783,7.2604,213.7449,23.7005,39.2919,50.4794,0.0846,
S-CHBGN060-TR01,CRE 11 Chihuahua (Avalos),Pto. de Calidad Terminal Avalos T.R.,14/04/17 09:00:00,90.0733,0.1582,2.0296,2.1878,7.2913,212.5609,24.2034,39.2961,50.5266,0.0913,
S-CMBGN030-TR01,CRE 26 Ciudad Mendoza,Pto. de Calidad Cd. Mendoza T.R.,01/04/17 09:00:00,96.5835,0.1249,1.5199,1.6448,1.3689,267.7778,11.0600,37.8241,49.9288,0.1294,
S-CMBGN030-TR01,CRE 26 Ciudad Mendoza,Pto. de Calidad Cd. Mendoza T.R.,02/04/17 09:00:00,96.2331,0.1148,1.8144,1.9292,1.4353,270.5019,10.2120,37.7334,49.7480,0.1255,
S-CMBGN030-TR01,CRE 26 Ciudad Mendoza,Pto. de Calidad Cd. Mendoza T.R.,03/04/17 09:00:00,94.5546,0.1010,2.5697,2.6708,2.3624,269.3802,10.3033,37.7200,49.4073,0.1217,
