Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 07:00,84.4465,0.0009,8.4399,8.4408,6.5031,246.4409,124.1081,36.9348,46.5323,0.8933
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 08:00,85.5252,0.0011,8.4793,8.4804,5.4168,241.5008,121.4341,36.5799,46.2931,0.9819
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 09:00,86.5019,0.0008,8.5073,8.5081,4.471,239.6929,96.2256,36.2468,46.0715,0.356
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 10:00,86.6433,0.0019,8.5896,8.5916,4.2479,236.8326,73.1846,36.1494,45.9765,0.2904
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 11:00,86.5154,0.0021,8.6021,8.6042,4.3319,241.5497,75.3831,36.198,46.0022,1.1938
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 12:00,86.3401,0.001,8.8106,8.8116,4.3374,250.2381,94.8433,36.0956,45.8559,2.5117
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 13:00,86.3042,0.0005,8.9325,8.933,4.2625,239.8868,99.3854,36.0177,45.7587,1.0694
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 14:00,86.1985,0.0008,8.9025,8.9033,4.3441,240.2232,100.8183,36.0929,45.818,1.2736
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 15:00,86.1587,0.0025,8.9978,9.0003,4.3191,242.5571,126.7069,36.0256,45.737,1.8053
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 16:00,86.3518,0.0002,8.9002,8.9005,4.2229,246.3812,185.3362,36.0394,45.7853,1.078
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 17:00,86.2831,0.0004,8.9215,8.9219,4.2047,247.7597,211.3505,36.076,45.7999,1.616
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 18:00,86.3077,0.0015,9.0386,9.0402,4.1225,247.1366,205.4817,35.9617,45.6806,2.8121
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 19:00,86.2724,0.0023,8.9834,8.9857,4.1861,241.3561,241.8564,36.0183,45.7379,1.5302
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 20:00,86.3672,0.0022,8.9802,8.9824,4.0986,245.7424,246.9711,35.9958,45.7247,1.7301
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 21:00,86.404,0.0011,9.1129,9.114,3.9807,245.7723,243.7388,35.8705,45.5936,1.0203
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 22:00,86.4787,0.001,9.1274,9.1284,3.8945,240.7547,179.5439,35.836,45.5668,0.3887
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/4/2017 23:00,86.472,0.0027,9.0607,9.0634,3.9274,244.3829,205.277,35.9041,45.6343,1.7292
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 00:00,86.4558,0.0016,9.2475,9.2491,3.8262,242.9889,225.8915,35.7522,45.4649,1.5162
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 01:00,86.4052,0.0015,9.2628,9.2643,3.8525,244.8861,179.6527,35.7597,45.4638,0.9367
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 02:00,86.2952,0.0033,9.2857,9.289,3.9529,241.4012,204.1901,35.7672,45.4587,0.9866
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 03:00,86.4539,0.0034,9.3282,9.3316,3.7539,236.3607,102.6528,35.6917,45.3936,0.4232
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 04:00,86.5185,0.0073,9.1019,9.1092,3.8878,236.7499,72.1689,35.8324,45.5698,0.6076
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 05:00,86.5509,0.0111,9.1208,9.1319,3.8529,247.5892,81.0122,35.8033,45.5416,1.7103
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 06:00,86.6041,0.0048,9.1463,9.1511,3.793,241.827,85.4429,35.7652,45.511,1.096
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 07:00,86.429,0.0056,9.1423,9.148,3.9223,237.6593,88.0767,35.8368,45.5578,1.4287
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 08:00,86.4887,0.0052,9.2204,9.2256,3.8362,239.9658,89.029,35.7454,45.4691,1.5701
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 09:00,86.6454,0.0023,9.1768,9.1791,3.7486,241.1979,75.6409,35.7201,45.4717,0.8399
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 10:00,86.639,0.0041,9.0939,9.098,3.781,241.5403,66.2846,35.7992,45.5536,0.7784
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 11:00,86.5452,0.0051,9.1636,9.1687,3.8192,242.383,70.3914,35.7766,45.5113,0.9015
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 12:00,86.5171,0.0034,9.116,9.1194,3.8684,244.8335,71.0923,35.8311,45.5657,1.9441
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 13:00,86.8068,0.007,8.8822,8.8892,3.796,242.8044,86.3083,35.9082,45.7044,2.7557
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 14:00,85.4552,0.0058,9.5825,9.5883,4.3599,250.0905,132.8154,35.8658,45.4052,2.4439
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 15:00,83.891,0.0092,10.0366,10.0458,5.3372,247.4297,144.102,36.0557,45.3514,2.2991
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 16:00,83.2412,0.0124,9.7798,9.7922,5.7051,247.0401,88.319,36.6136,45.8028,2.3566
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 17:00,83.5388,0.0106,9.2919,9.3024,6.1719,250.767,105.262,36.7541,46.0808,3.5907
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 18:00,82.5332,0.0106,9.2077,9.2183,7.3247,252.1109,209.6274,37.0807,46.3201,2.7751
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 19:00,83.7708,0.0124,9.2623,9.2747,6.2487,247.6081,218.016,36.6055,45.9978,2.4748
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 20:00,85.4926,0.01,9.6817,9.6917,4.2727,238.4512,228.2093,35.7615,45.2976,1.0819
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 21:00,85.4429,0.012,9.8108,9.8227,4.183,239.3239,172.0479,35.6918,45.2017,1.6957
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 22:00,85.2746,0.01,9.5882,9.5982,4.554,248.8483,97.1351,35.9059,45.4265,2.2526
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/4/2017 23:00,86.0324,0.006,9.651,9.657,3.8402,243.3354,140.218,35.597,45.2058,1.9323
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 00:00,86.1357,0.0076,9.6648,9.6724,3.725,237.4467,122.3669,35.5554,45.1726,2.5076
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 01:00,86.4206,0.0086,9.3691,9.3776,3.7556,240.7316,105.0366,35.664,45.3569,3.1689
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 02:00,86.5528,0.006,9.2256,9.2316,3.7806,240.6142,103.0039,35.7186,45.4494,1.8995
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 03:00,86.5583,0.0038,9.1071,9.1109,3.8578,245.0234,84.5568,35.8117,45.5566,1.305
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 04:00,86.4674,0.0048,9.148,9.1528,3.8588,246.4633,93.3794,35.832,45.5529,1.9662
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 05:00,86.4199,0.0024,9.2791,9.2815,3.8181,244.2343,100.0902,35.7405,45.4446,1.7266
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 06:00,86.3656,0.002,9.2875,9.2895,3.8786,244.4712,96.4977,35.7477,45.4463,3.4756
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 07:00,86.3367,0,9.2269,9.2269,3.9801,246.2216,103.7242,35.7909,45.4989,1.116
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 08:00,86.1568,0,9.2533,9.2533,4.1255,237.7887,92.659,35.8253,45.5108,0.444
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 09:00,85.9821,0,9.2628,9.2628,4.2064,239.8922,81.0588,35.9082,45.5599,1.0463
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 10:00,86.1888,0.0013,9.3009,9.3022,4.0385,244.7833,82.572,35.7927,45.4704,0.1664
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 11:00,86.3785,0,9.3045,9.3045,3.8538,246.4832,93.952,35.7313,45.4303,1.4116
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 12:00,86.3649,0,9.2947,9.2947,3.8922,243.9386,108.1173,35.7353,45.4368,2.0083
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 13:00,86.0546,0.0006,9.5145,9.5151,3.9593,236.9604,112.2021,35.6852,45.3188,0.8303
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 14:00,85.439,0.0081,9.8691,9.8772,4.1422,237.6995,81.6237,35.6523,45.1561,0.6362
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 15:00,85.2144,0.0101,9.947,9.9571,4.269,244.3366,76.597,35.6783,45.1418,2.0243
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 16:00,84.9577,0.0154,9.8592,9.8746,4.4839,248.5679,83.76,35.8521,45.2842,1.6544
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 17:00,84.6931,0.0181,9.9276,9.9457,4.5779,242.2579,94.0297,35.9057,45.2908,1.7558
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 18:00,84.8256,0.0198,9.8132,9.833,4.5099,242.0547,99.8272,35.9621,45.3697,2.1487
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 19:00,84.9463,0.0344,9.6168,9.6512,4.575,240.3357,80.7363,36.0496,45.4927,1.5643
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 20:00,84.5391,0.0272,9.6483,9.6755,4.8648,246.0694,75.8093,36.1914,45.5755,1.5441
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 21:00,84.497,0.0154,9.7841,9.7996,4.8188,247.6583,85.6839,36.1036,45.4742,2.9119
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 22:00,84.4149,0.0087,9.7424,9.7512,4.9281,242.7335,83.4219,36.169,45.5359,1.6616
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/4/2017 23:00,84.1229,0.0073,9.8393,9.8466,5.1094,243.3175,91.7159,36.1906,45.5136,2.7864
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 00:00,84.3472,0.0045,9.7926,9.7971,4.9495,245.6095,140.2802,36.1513,45.5079,1.54
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 01:00,84.8348,0.0025,9.7002,9.7027,4.5948,242.9779,227.5472,36.0578,45.4845,0.7168
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 02:00,84.8076,0.0011,9.7727,9.7738,4.5548,239.3529,142.1652,36.0221,45.4345,1.0746
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 03:00,84.9357,0.0021,9.7343,9.7363,4.4657,245.2851,86.2008,36.0123,45.4423,4.4373
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 04:00,85.0995,0.0003,9.5217,9.5219,4.5234,245.1754,100.5825,36.1016,45.5825,2.3021
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 05:00,85.257,0,9.3588,9.3588,4.5339,242.3594,108.4373,36.1573,45.6813,2.2652
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 06:00,85.4585,0,9.2712,9.2712,4.4039,237.6005,124.2985,36.1625,45.7184,1.2324
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 07:00,85.6925,0.0002,9.0072,9.0074,4.4141,240.0928,120.3938,36.2796,45.8954,0.6628
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 08:00,85.5675,0.0003,9.026,9.0262,4.5012,244.768,103.8576,36.314,45.9099,1.8877
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 09:00,85.5781,0,9.0466,9.0466,4.5021,247.7312,101.6837,36.2789,45.8799,4.299
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 10:00,85.7473,0,9.0798,9.0798,4.3041,238.3483,102.5375,36.2045,45.8195,2.5565
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 11:00,85.8029,0,9.0572,9.0572,4.2561,242.1815,115.6094,36.2181,45.8369,3.2666
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 12:00,85.8639,0,9.0578,9.0578,4.2324,242.7994,105.8825,36.1822,45.8139,2.452
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 13:00,85.8594,0,9.0652,9.0652,4.2327,242.608,147.7736,36.1771,45.8077,1.5227
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 14:00,84.8404,0.0107,7.9045,7.9152,6.5536,242.1265,143.5475,37.1248,46.7275,1.8787
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 15:00,82.9705,0,7.5632,7.5632,8.8492,246.6666,245.7534,37.9395,47.5026,2.8743
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 16:00,84.2905,0,7.9877,7.9877,6.9994,244.0216,220.3972,37.2996,46.9385,2.9142
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 17:00,86.4251,0,8.4042,8.4042,4.5217,248.4798,200.1364,36.3659,46.1879,1.9979
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 18:00,86.6693,0,8.2399,8.2399,4.4986,241.1741,167.6172,36.3807,46.2625,1.0149
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 19:00,86.3892,0,8.862,8.862,4.2605,239.894,125.4477,36.0178,45.787,1.0047
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 20:00,86.5376,0,8.5977,8.5977,4.287,241.5277,94.2694,36.1857,45.9974,2.1659
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 21:00,86.7438,0,8.6248,8.6248,4.1515,246.5558,71.196,36.0687,45.9128,3.4764
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 22:00,86.8687,0,8.5986,8.5986,4.0715,246.9612,128.4235,36.0397,45.9047,2.0527
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/4/2017 23:00,86.9519,0,8.5793,8.5793,4.0269,237.1753,178.2237,36.0173,45.8981,1.2219
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 00:00,86.8372,0,8.4392,8.4392,4.2259,237.5528,248.3794,36.1651,46.0473,0.7439
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 01:00,86.6973,0,7.6949,7.6949,4.7097,238.926,170.3469,36.8317,46.7619,1.3004
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 02:00,87.2661,0,7.4556,7.4556,4.4192,247.3127,229.7315,36.8346,46.8594,1.8472
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 03:00,87.0776,0,7.6225,7.6225,4.4646,243.0638,127.5231,36.7632,46.748,1.5863
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 04:00,86.6025,0,8.1316,8.1316,4.4491,240.1079,105.8903,36.5575,46.4161,2.2899
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 05:00,86.2526,0,8.537,8.537,4.4066,238.8518,113.4653,36.3831,46.1458,2.016
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 06:00,86.0588,0,8.5875,8.5875,4.5279,246.3355,104.7839,36.4106,46.1434,1.4679
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 07:00,86.3273,0,8.2435,8.2435,4.6028,243.7062,92.0825,36.559,46.3728,0.7335
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 08:00,86.2876,0,8.0548,8.0548,4.7484,241.5998,87.0105,36.7313,46.5555,1.9276
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 09:00,86.256,0.0008,8.1334,8.1342,4.7059,241.5628,89.9553,36.6907,46.4983,3.0243
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 10:00,86.388,0.0018,8.1549,8.1566,4.5918,246.8689,98.1871,36.6168,46.443,1.9613
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 11:00,86.5061,0.0015,8.099,8.1004,4.5348,243.5924,104.0545,36.6158,46.4647,1.1246
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/4/2017 12:00,86.4931,0.0003,8.0678,8.0681,4.5669,239.2222,110.5931,36.6454,46.4964,0.4839
