Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 10:00:00,86.1909,0.0463,8.8030,8.8492,4.4852,239.2302,64.2765,36.0770,45.8204,2.0432,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 11:00:00,85.9286,0.0664,8.9495,9.0159,4.5465,238.6186,80.0963,36.0596,45.7399,3.4028,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 12:00:00,85.9209,0.0952,8.8975,8.9927,4.6144,246.9835,68.7604,36.0601,45.7436,6.8199,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 13:00:00,85.9121,0.0592,9.0304,9.0896,4.5350,236.1760,109.0255,35.9919,45.6695,4.8273,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 14:00:00,85.8442,0.0377,8.9874,9.0252,4.6151,235.5631,72.7908,36.0774,45.7535,2.8199,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 15:00:00,86.2479,0.0378,8.5710,8.6088,4.6392,239.7773,106.9410,36.2358,46.0175,3.6757,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 16:00:00,85.9873,0.0326,8.8359,8.8685,4.6069,244.7634,67.1073,36.1560,45.8657,3.1963,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 17:00:00,85.7337,0.0522,9.0284,9.0806,4.6352,242.7640,64.6820,36.0951,45.7400,5.8767,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 18:00:00,85.7622,0.0370,8.9864,9.0234,4.6733,239.7590,64.7287,36.1181,45.7801,4.1441,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 19:00:00,85.8571,0.0374,8.9874,9.0248,4.5967,236.1497,125.0862,36.0780,45.7540,2.7298,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 20:00:00,86.0649,0.0489,8.7453,8.7942,4.6142,239.3826,76.2071,36.1761,45.9043,3.2330,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 21:00:00,86.1214,0.0429,8.6987,8.7416,4.6294,245.4193,71.4045,36.1842,45.9315,2.5009,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 22:00:00,86.2235,0.0486,8.5964,8.6450,4.6033,238.1525,61.2126,36.2287,45.9964,2.3177,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,15/03/17 23:00:00,86.2499,0.0520,8.6067,8.6587,4.5785,245.0330,124.3711,36.2075,45.9769,4.4450,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 00:00:00,86.2703,0.0405,8.7664,8.8069,4.4566,238.5294,78.9977,36.0806,45.8405,3.3981,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 01:00:00,86.2429,0.0262,8.8727,8.8989,4.3974,244.2274,70.5404,36.0249,45.7718,1.6649,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 02:00:00,86.0646,0.0283,8.9871,9.0154,4.4227,243.3901,121.1880,36.0160,45.7200,1.9312,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 03:00:00,86.1083,0.0270,9.0160,9.0430,4.3775,240.6934,62.5884,35.9713,45.6810,1.9653,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 04:00:00,86.0313,0.0394,8.9835,9.0228,4.4689,241.5753,55.9773,36.0131,45.7130,2.6579,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 05:00:00,85.9312,0.0399,9.0905,9.1305,4.4871,247.8190,122.7309,35.9580,45.6359,3.0873,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 06:00:00,86.0703,0.0341,8.9640,8.9981,4.4830,244.0461,79.7011,36.0014,45.7165,1.9165,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 07:00:00,86.0309,0.0424,8.9187,8.9611,4.5327,238.1227,68.2836,36.0453,45.7573,1.5454,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 08:00:00,86.0368,0.0513,8.8930,8.9443,4.5252,238.5329,63.2906,36.0675,45.7760,2.0353,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 09:00:00,86.0684,0.0569,8.8787,8.9356,4.4970,242.7232,105.1337,36.0626,45.7725,2.3058,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 10:00:00,86.1936,0.0456,8.8822,8.9278,4.4017,246.0326,74.3337,36.0241,45.7560,2.2656,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 11:00:00,86.2446,0.0472,8.8174,8.8646,4.4103,243.3488,76.1345,36.0549,45.8001,3.3038,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 12:00:00,86.0491,0.0467,8.8735,8.9201,4.5139,237.1844,115.4358,36.0858,45.7981,2.4280,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 13:00:00,85.9325,0.0698,8.8049,8.8747,4.6557,237.4083,72.8478,36.1623,45.8597,2.5921,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 14:00:00,85.9736,0.0697,8.8480,8.9176,4.5964,245.8277,63.9695,36.1114,45.8107,2.3735,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 15:00:00,85.9317,0.0666,8.9331,8.9997,4.5690,243.7170,94.2655,36.0624,45.7480,2.4805,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 16:00:00,85.7828,0.0602,9.0066,9.0667,4.6333,239.7816,84.6552,36.0690,45.7273,2.6189,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 17:00:00,85.7421,0.0614,9.0231,9.0845,4.6619,241.4704,71.7245,36.0677,45.7193,3.1650,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 18:00:00,85.7721,0.0466,9.0421,9.0887,4.6410,241.2362,67.6320,36.0502,45.7096,2.0222,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 19:00:00,85.9077,0.0667,8.9586,9.0254,4.5535,243.2101,91.2055,36.0608,45.7369,2.7367,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 20:00:00,85.9730,0.0644,8.9473,9.0117,4.5065,242.4433,95.5675,36.0481,45.7346,2.7973,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 21:00:00,86.0807,0.0657,8.8754,8.9412,4.4848,243.0117,88.9305,36.0598,45.7694,2.8128,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 22:00:00,86.1001,0.0661,8.8810,8.9470,4.4735,243.0212,77.8926,36.0440,45.7570,3.2534,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,16/03/17 23:00:00,86.2713,0.0487,8.8260,8.8747,4.4029,242.1192,72.2985,36.0291,45.7794,1.9772,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 00:00:00,86.2326,0.0498,8.9221,8.9718,4.3510,237.9411,117.2132,35.9709,45.7041,1.2438,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 01:00:00,85.9329,0.0472,9.0393,9.0866,4.4767,238.4210,67.5141,36.0075,45.6829,1.1389,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 02:00:00,86.1682,0.0430,8.9408,8.9838,4.3752,240.8776,53.9071,35.9955,45.7163,1.8107,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 03:00:00,86.2403,0.0414,8.7993,8.8407,4.4259,246.8668,112.0013,36.0800,45.8265,2.3933,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 04:00:00,86.3787,0.0391,8.6837,8.7228,4.4301,242.9148,74.0306,36.1042,45.8888,3.4035,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 05:00:00,86.2068,0.0355,8.8400,8.8755,4.4247,235.9158,72.2998,36.0621,45.8027,2.2510,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 06:00:00,86.3365,0.0338,8.7376,8.7714,4.4160,235.5954,117.1381,36.0881,45.8605,1.3035,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 07:00:00,86.2757,0.0307,8.7591,8.7898,4.4338,244.2633,82.0266,36.1034,45.8636,1.1780,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 08:00:00,86.3614,0.0248,8.7601,8.7850,4.3743,241.7951,62.3812,36.0715,45.8465,0.8095,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 09:00:00,86.3813,0.0347,8.7524,8.7871,4.3406,240.9099,104.7658,36.0743,45.8453,2.1202,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 10:00:00,86.4312,0.0384,8.7339,8.7723,4.3271,241.4610,78.2437,36.0588,45.8405,1.9076,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 11:00:00,86.3373,0.0422,8.7469,8.7891,4.4121,238.9056,74.4568,36.0720,45.8416,1.6586,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 12:00:00,86.1128,0.0387,8.7179,8.7566,4.6159,243.9211,117.2353,36.1788,45.9229,1.0656,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 13:00:00,85.6813,0.0489,8.6728,8.7217,4.9035,243.7007,76.8004,36.3876,46.0667,1.5295,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 14:00:00,85.5242,0.0482,8.7033,8.7515,4.8047,242.7415,107.1936,36.5102,46.1319,0.9094,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 15:00:00,85.5977,0.0542,8.5255,8.5798,4.9308,244.8147,75.9234,36.5929,46.2503,2.3637,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 16:00:00,85.6155,0.0447,8.3768,8.4214,5.0619,248.0618,103.8006,36.6962,46.3795,1.9602,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 17:00:00,85.2348,0.0368,8.7353,8.7721,4.9529,241.6959,82.7456,36.6104,46.1893,1.2119,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 18:00:00,85.0111,0.0374,8.9030,8.9404,4.8563,240.6147,74.4076,36.6286,46.1346,0.7430,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 19:00:00,85.0831,0.0288,8.8638,8.8926,4.8020,241.3353,95.8266,36.6598,46.1744,0.8942,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 20:00:00,84.9295,0.0409,8.8907,8.9317,4.8671,247.7714,63.6534,36.6993,46.1816,1.3953,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 21:00:00,85.1762,0.0641,8.8338,8.8979,4.8387,246.3292,60.1386,36.5700,46.1089,2.6478,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 22:00:00,85.5269,0.0656,8.6658,8.7314,4.8170,240.6244,60.6387,36.5193,46.1420,2.4222,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,17/03/17 23:00:00,86.0040,0.0563,8.6830,8.7393,4.5432,239.6807,107.5667,36.2958,45.9998,2.7274,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 00:00:00,86.2332,0.0514,8.7904,8.8418,4.4170,238.4045,75.2885,36.0841,45.8266,2.4969,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 01:00:00,86.5150,0.0531,8.6830,8.7361,4.2604,243.7251,71.4227,36.0669,45.8568,2.0565,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 02:00:00,86.6917,0.0431,8.6528,8.6959,4.1478,240.0548,115.8789,36.0315,45.8522,2.4291,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 03:00:00,86.5613,0.0446,8.7358,8.7804,4.1881,239.8918,75.0515,36.0141,45.8076,2.5485,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 04:00:00,86.5126,0.0573,8.7829,8.8401,4.1760,237.4397,106.0717,35.9914,45.7670,2.7330,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 05:00:00,86.5610,0.0532,8.7385,8.7917,4.2054,243.0514,75.5490,35.9956,45.7897,2.0387,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 06:00:00,86.5184,0.0452,8.7657,8.8109,4.2314,239.8809,106.5653,35.9910,45.7808,1.2520,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 07:00:00,86.4776,0.0451,8.8079,8.8530,4.2015,237.8942,64.3879,35.9884,45.7626,1.5855,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 08:00:00,86.3977,0.0369,9.0849,9.1218,4.0456,242.3138,106.8179,35.8223,45.5528,1.9718,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 09:00:00,86.3473,0.0364,9.1636,9.2000,4.0152,241.9745,69.3887,35.7835,45.4975,1.9081,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 10:00:00,86.4778,0.0419,8.9720,9.0139,4.0991,241.4433,101.8055,35.8566,45.6161,2.2519,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 11:00:00,86.3116,0.0238,9.0616,9.0855,4.1713,236.6115,78.2177,35.8646,45.5969,1.1524,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 12:00:00,86.1236,0.0199,9.1088,9.1287,4.2613,237.6684,93.9740,35.9148,45.6128,1.1226,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 13:00:00,86.2000,0.0307,8.9963,9.0270,4.2951,243.6974,79.2917,35.9635,45.6814,2.8214,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 14:00:00,86.0985,0.0337,9.0261,9.0599,4.3422,245.4164,95.4729,35.9750,45.6753,4.4161,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 15:00:00,86.0518,0.0364,9.1735,9.2099,4.2490,238.9419,90.7261,35.8838,45.5579,3.1062,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 16:00:00,86.0842,0.0353,9.1708,9.2061,4.2115,238.8122,79.9810,35.8829,45.5589,2.1284,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 17:00:00,86.0069,0.0277,9.2397,9.2674,4.2376,237.1209,106.3593,35.8614,45.5229,1.6619,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 18:00:00,85.9263,0.0188,9.2512,9.2700,4.3153,244.0164,84.2886,35.8766,45.5335,0.7812,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 19:00:00,85.7377,0.0313,9.2633,9.2946,4.4577,241.5398,77.4352,35.9235,45.5514,1.9139,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 20:00:00,86.0500,0.0256,9.1320,9.1576,4.3002,239.6208,67.3469,35.9140,45.5998,2.6847,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 21:00:00,86.0021,0.0213,9.2469,9.2682,4.2798,239.3542,96.3979,35.8403,45.5105,2.7394,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 22:00:00,86.2207,0.0121,9.0814,9.0935,4.2562,240.9359,84.4169,35.8804,45.6063,1.5407,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,18/03/17 23:00:00,86.2669,0.0097,8.9379,8.9475,4.3701,240.9208,99.2896,35.9492,45.7081,0.7803,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 00:00:00,86.2952,0.0217,8.9504,8.9721,4.2974,238.9698,81.0031,35.9377,45.6887,0.6403,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 01:00:00,86.3192,0.0367,8.9963,9.0330,4.2213,238.8736,74.7509,35.8873,45.6294,1.5463,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 02:00:00,86.3827,0.0442,8.9565,9.0007,4.1922,238.0861,70.0935,35.8877,45.6408,1.7886,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 03:00:00,86.2766,0.0398,9.0207,9.0605,4.2613,235.5034,74.9349,35.8688,45.6063,1.7116,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 04:00:00,86.4065,0.0239,8.9899,9.0138,4.1829,232.7221,78.0208,35.8607,45.6226,0.8888,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 05:00:00,86.3763,0.0252,9.0324,9.0575,4.1643,231.9568,73.7676,35.8423,45.5935,0.5429,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 06:00:00,86.4080,0.0314,8.9938,9.0253,4.1035,236.2987,69.9432,35.8871,45.6331,0.8245,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 07:00:00,86.2882,0.0279,9.0470,9.0749,4.1813,241.1396,77.0544,35.8848,45.6130,2.8688,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 08:00:00,86.2579,0.0300,9.0659,9.0959,4.1835,244.2142,81.9385,35.8827,45.6030,2.4660,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 09:00:00,86.4478,0.0308,8.9786,9.0094,4.1188,242.7499,85.2149,35.8668,45.6267,1.8684,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 10:00:00,86.3145,0.0387,9.0152,9.0538,4.2040,235.7319,92.3131,35.8751,45.6130,1.0694,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 11:00:00,86.3219,0.0382,9.0078,9.0460,4.1898,234.0870,85.2849,35.8867,45.6236,0.5574,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 12:00:00,86.2996,0.0372,9.0100,9.0472,4.2151,237.0727,77.6749,35.8925,45.6270,1.1076,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 13:00:00,86.3227,0.0306,8.9605,8.9911,4.2158,241.3296,76.1617,35.9394,45.6801,1.8231,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 14:00:00,86.2707,0.0454,8.9125,8.9579,4.2956,238.5758,79.8423,35.9788,45.7153,3.4535,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 15:00:00,86.1384,0.0415,9.0114,9.0529,4.3585,242.0294,87.7529,35.9402,45.6545,1.6365,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 16:00:00,86.0812,0.0339,9.0716,9.1055,4.3554,233.7518,86.8291,35.9232,45.6246,0.9174,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 17:00:00,85.9195,0.0330,9.2215,9.2545,4.3433,235.4826,80.3087,35.8840,45.5415,1.2443,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 18:00:00,85.9741,0.0122,9.2540,9.2662,4.2755,237.5825,76.5180,35.8621,45.5270,0.7661,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 19:00:00,86.1167,0.0091,9.2903,9.2993,4.1170,238.2025,78.4004,35.7946,45.4714,2.0747,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 20:00:00,86.4732,0.0072,9.1372,9.1444,3.9744,246.4316,83.4517,35.7689,45.5159,2.0941,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 21:00:00,86.4465,0.0098,9.1845,9.1943,3.9620,237.5564,84.7887,35.7366,45.4752,1.0576,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 22:00:00,86.1835,0.0133,9.2682,9.2815,4.0876,233.1258,79.1894,35.7735,45.4641,0.8095,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,19/03/17 23:00:00,85.9519,0.0245,9.4185,9.4431,4.1603,241.0872,82.2689,35.7362,45.3750,1.6514,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,20/03/17 00:00:00,85.9696,0.0199,9.4918,9.5117,4.0673,241.9818,79.2153,35.6896,45.3192,1.7172,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,20/03/17 01:00:00,86.0843,0.0186,9.4873,9.5059,3.9692,244.6295,78.7204,35.6550,45.2995,2.4724,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,20/03/17 02:00:00,85.9808,0.0147,9.5361,9.5508,4.0420,242.1553,80.6961,35.6478,45.2783,1.7376,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,20/03/17 03:00:00,85.8850,0.0164,9.5630,9.5795,4.0822,235.3786,82.4347,35.6669,45.2791,1.1915,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,20/03/17 04:00:00,85.8639,0.0155,9.5869,9.6024,4.1038,234.8600,79.9861,35.6509,45.2602,1.2593,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,20/03/17 05:00:00,85.8262,0.0151,9.5903,9.6053,4.1272,242.1280,74.4192,35.6653,45.2684,0.8644,
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,20/03/17 06:00:00,85.7820,0.0122,9.5785,9.5906,4.1728,243.7984,71.6999,35.6908,45.2911,1.7283,
