Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 06:00,86.5652,0.0122,8.9664,8.9787,4.0506,234.4498,110.3767,35.8544,45.6346,8.3256
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 07:00,86.5074,0.0086,8.9577,8.9663,4.1157,235.8266,112.5066,35.8792,45.6561,4.7016
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 08:00,86.6608,0.0103,8.8851,8.8954,4.0433,233.6234,113.0585,35.8786,45.6831,4.4714
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 09:00,86.5096,0.0148,8.8929,8.9078,4.1396,233.4763,103.5014,35.9306,45.7105,6.0483
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 10:00,86.591,0.0256,8.8848,8.9105,4.0491,237.2357,95.4885,35.9128,45.6957,12.8453
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 11:00,86.6986,0.0236,8.8413,8.8649,4.0281,238.9175,92.6888,35.8927,45.7014,11.397
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 12:00,86.5329,0.0256,8.8804,8.906,4.1329,235.8609,92.3028,35.9206,45.7026,10.5899
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 13:00,86.353,0.027,9.0486,9.0756,4.1495,234.3192,96.2075,35.8589,45.5964,10.9893
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 14:00,85.9921,0.0337,9.3952,9.4289,4.1356,233.5911,99.7845,35.7357,45.3783,13.4329
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 15:00,85.9437,0.042,9.344,9.386,4.2132,237.5464,101.6656,35.786,45.4256,18.4087
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 16:00,86.1092,0.046,9.3528,9.3988,4.0844,236.5491,96.9939,35.7095,45.3708,14.9397
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 17:00,85.8454,0.0454,9.5829,9.6283,4.1176,235.1391,89.349,35.6304,45.231,15.468
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 18:00,85.5942,0.039,9.7359,9.7749,4.2053,232.6962,85.6852,35.6097,45.1623,13.8409
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 19:00,85.3459,0.0272,9.763,9.7903,4.348,232.5911,84.7045,35.7006,45.2173,7.3248
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 20:00,85.5478,0.0276,9.7243,9.7519,4.173,231.6099,83.3234,35.6679,45.2109,6.9541
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 21:00,85.6045,0.0286,9.6731,9.7017,4.1738,231.5078,79.9421,35.6828,45.2397,7.0706
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 22:00,85.8915,0.0329,9.4166,9.4495,4.1416,232.8257,76.3638,35.7715,45.3933,13.2271
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,2/9/2017 23:00,86.6529,0.0277,8.9865,9.0142,3.8793,235.5291,75.1797,35.8205,45.5956,8.0652
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 00:00,87.2111,0.0246,8.8826,8.9071,3.5332,228.031,87.2735,35.6874,45.5532,6.4061
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 01:00,86.9006,0.02,9.0977,9.1176,3.6391,228.1411,97.7349,35.6366,45.439,5.9686
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 02:00,86.5985,0.0218,9.1489,9.1706,3.878,229.2145,93.2083,35.6957,45.4558,6.3092
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 03:00,86.5616,0.0244,8.9396,8.964,4.0533,231.5269,83.5748,35.8746,45.6507,7.3642
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 04:00,86.5009,0.0242,8.8387,8.8629,4.2197,235.7061,76.9559,35.9568,45.743,12.8414
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 05:00,86.7213,0.0241,8.6073,8.6314,4.1172,238.451,77.3148,36.0929,45.9203,8.3133
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 06:00,86.5863,0.0286,8.7272,8.7558,4.0869,238.0907,95.2708,36.0668,45.8536,7.7786
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 07:00,86.3011,0.0279,8.9153,8.9432,4.1809,238.2162,113.0404,36.0273,45.7551,8.7378
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 08:00,86.0234,0.0323,9.1304,9.1628,4.251,237.6019,123.7894,35.9529,45.621,8.7959
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 09:00,85.6636,0.0378,9.3338,9.3716,4.3561,239.4118,128.6385,35.9398,45.5302,13.7257
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 10:00,85.8356,0.0282,9.4017,9.4299,4.1973,242.0785,134.3752,35.8171,45.431,10.52
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 11:00,85.9858,0.0259,9.3555,9.3814,3.9932,240.7449,142.445,35.8503,45.4711,7.8826
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 12:00,85.9736,0.0258,9.3946,9.4204,3.9764,239.4738,156.245,35.8244,45.4394,6.3066
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 13:00,86.0912,0.0275,9.1882,9.2157,4.046,239.3563,159.458,35.9338,45.5887,6.15
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 14:00,86.2917,0.0297,8.9863,9.016,4.0404,239.3367,165.2917,36.0103,45.7151,6.6191
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 15:00,86.3014,0.0295,8.936,8.9655,4.0534,241.9924,160.8973,36.0579,45.7651,12.6402
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 16:00,86.5706,0.0185,8.8311,8.8495,3.945,243.4151,155.2281,36.0365,45.7993,7.7908
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 17:00,86.7236,0.0147,8.9654,8.9801,3.6994,239.4357,151.1381,35.8875,45.6538,5.0979
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 18:00,86.8624,0.0161,9.0469,9.063,3.5551,236.3452,147.0377,35.7609,45.5401,3.7795
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 19:00,87.0221,0.019,8.9176,8.9366,3.5066,236.0807,140.0923,35.8061,45.618,3.9007
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 20:00,86.5753,0.0188,8.9803,8.9991,3.7178,241.9499,141.9165,35.9684,45.6968,4.5847
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 21:00,86.4785,0.0185,9.1135,9.132,3.6944,243.3632,146.0661,35.9049,45.6042,8.965
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 22:00,86.494,0.0209,8.9639,8.9848,3.8448,241.9329,148.3488,35.986,45.7133,6.3074
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,3/9/2017 23:00,86.7072,0.0233,8.6716,8.6949,3.8874,241.5905,154.5894,36.1323,45.9197,5.9759
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 00:00,86.6417,0.0142,9.0385,9.0527,3.6803,238.5078,155.2876,35.8748,45.6172,4.6988
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 01:00,86.243,0.0133,9.3708,9.3842,3.6906,240.1328,153.6423,35.7938,45.436,4.6576
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 02:00,85.7951,0.0152,9.3691,9.3843,3.9339,246.2899,155.3628,36.0137,45.5759,8.7322
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 03:00,85.293,0.012,9.6467,9.6587,4.2531,246.5249,160.9543,35.9335,45.4197,8.0635
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 04:00,85.836,0.0118,9.6126,9.6244,3.7853,243.4295,163.0699,35.7808,45.3347,5.8045
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 05:00,85.9538,0.014,9.5218,9.5358,3.7641,242.6011,163.8537,35.8028,45.3827,5.6134
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 06:00,85.3675,0.0155,9.5537,9.5692,4.2223,242.8844,165.4407,35.9834,45.4854,5.6856
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 07:00,85.6446,0.0137,9.5984,9.6121,3.9337,243.6993,168.4645,35.8687,45.3955,4.4114
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 08:00,85.4751,0.0165,9.8489,9.8654,3.8631,244.1765,166.8023,35.7461,45.2185,7.968
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 09:00,85.4413,0.0159,10.0756,10.0915,3.7525,244.615,162.1177,35.5692,45.0178,6.3894
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 10:00,85.6737,0.0155,9.9321,9.9477,3.6888,242.226,158.3321,35.5863,45.0842,5.7918
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 11:00,85.6428,0.0108,10.0827,10.0935,3.6013,241.1569,156.3202,35.4874,44.9652,4.4262
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 12:00,85.7153,0.0069,9.7555,9.7623,3.7881,241.7372,156.2049,35.7126,45.2387,3.2666
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 13:00,85.6092,0.0077,9.1759,9.1835,4.1146,243.6521,154.6606,36.2639,45.8146,3.7121
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 14:00,85.8068,0.0073,9.5337,9.541,3.8915,238.0903,144.194,35.8361,45.4035,7.3003
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 15:00,85.9844,0.0065,9.2148,9.2213,4.0694,233.6767,118.1162,35.9814,45.6211,5.0269
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 16:00,85.9846,0.007,9.1763,9.1832,4.1074,232.2505,99.125,36.0075,45.6525,4.7027
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 17:00,85.9344,0.0061,9.1347,9.1407,4.1682,232.3326,88.604,36.0632,45.7048,5.0023
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 18:00,85.872,0.0054,9.2155,9.2209,4.1544,232.8472,82.7832,36.0268,45.6505,5.1078
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 19:00,85.7474,0.0052,9.1731,9.1784,4.2876,232.5491,75.4246,36.1031,45.7158,5.9847
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 20:00,85.7525,0.0059,9.1382,9.1441,4.2925,235.2041,70.3927,36.1371,45.7505,11.0912
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 21:00,85.7879,0.0053,9.2653,9.2706,4.2466,235.0283,70.1945,35.9945,45.6108,8.4305
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 22:00,86.2938,0.0058,9.215,9.2209,4.0725,232.0242,73.8129,35.7768,45.4914,15.0633
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,4/9/2017 23:00,86.5445,0.0056,9.0367,9.0423,4.0372,232.7696,76.996,35.8079,45.5813,8.6256
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 00:00,86.4299,0.0048,9.2647,9.2695,3.937,229.931,78.7204,35.6847,45.4136,8.3344
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 01:00,86.3767,0.0037,9.3109,9.3146,3.903,230.4955,77.3977,35.6899,45.3994,6.2174
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 02:00,86.4255,0.0046,9.2382,9.2428,3.9426,235.0617,78.7411,35.7184,45.4456,14.3261
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 03:00,86.7388,0.0029,8.9556,8.9586,3.9255,235.6915,79.2347,35.8116,45.617,6.2476
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 04:00,86.4178,0.0026,9.1,9.1026,4.0862,230.9702,78.5649,35.8109,45.5602,5.0501
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 05:00,86.2502,0.0023,9.0471,9.0494,4.2878,228.9923,77.8226,35.8965,45.636,4.8818
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 06:00,86.3186,0.0017,9.0656,9.0673,4.1976,229.0077,77.1684,35.8669,45.6101,3.0758
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 07:00,86.2758,0.0026,9.1321,9.1347,4.1597,232.3353,73.6717,35.8424,45.5677,8.4497
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 08:00,86.5296,0.0021,8.9528,8.9549,4.1218,233.5018,68.6438,35.8718,45.6572,6.369
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 09:00,86.5955,0.0021,8.9059,8.908,4.1031,229.9346,66.2703,35.8841,45.6845,4.4738
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 10:00,86.4959,0.0023,8.9943,8.9966,4.1129,227.6458,66.3559,35.8535,45.6291,5.0261
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 11:00,86.4614,0.0022,9.0319,9.0341,4.1035,227.9963,67.7628,35.8426,45.6074,6.4241
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 12:00,86.4588,0.0022,9.0308,9.033,4.1125,227.6313,70.5858,35.8405,45.6065,8.9388
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 13:00,86.4576,0.0022,9.0303,9.0325,4.1163,227.4584,67.3107,35.8396,45.6062,7.7718
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 14:00,81.949,0.0071,14.1236,14.1307,3.6003,233.9526,63.2401,33.7082,42.2955,8.2972
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 15:00,85.8244,0.0027,10.0255,10.0282,3.8496,230.2747,64.7766,35.0492,44.0927,7.8895
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 16:00,89.6088,0,5.9192,5.9192,4.1962,226.117,70.3461,36.4187,45.9197,11.0303
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 17:00,88.4944,0.0036,7.099,7.1026,4.1242,226.8495,74.839,36.0051,45.3251,9.8422
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 18:00,82.8274,0.0282,13.2321,13.2603,3.5615,232.8864,74.0759,34.0489,42.8337,11.9776
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 19:00,82.5051,0.0196,13.6085,13.6281,3.5217,233.4825,72.3956,33.8972,42.6005,9.2848
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 20:00,83.2055,0.0178,12.8795,12.8973,3.5661,235.9086,72.1469,34.1732,43.0507,9.8514
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 21:00,83.3624,0.0135,12.5672,12.5808,3.7056,232.6674,71.6624,34.3438,43.2815,6.4842
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 22:00,83.6428,0.0121,12.2213,12.2335,3.7543,226.6131,72.9242,34.5032,43.5155,5.646
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,5/9/2017 23:00,83.8031,0.0109,12.0875,12.0983,3.7318,225.976,77.1697,34.5446,43.5931,4.4442
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 00:00,83.6968,0.0102,12.1598,12.1699,3.7662,232.2694,74.6783,34.528,43.5558,5.0729
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 01:00,84.0042,0.0099,11.86,11.8699,3.7498,233.2757,71.4447,34.6438,43.7437,6.8003
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 02:00,84.022,0.0071,11.9407,11.9477,3.6761,234.5308,68.5259,34.577,43.671,5.0673
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 03:00,83.8843,0.0053,11.9627,11.968,3.7902,230.4092,66.9816,34.6024,43.6808,3.9431
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 04:00,83.9129,0.0037,11.9597,11.9634,3.7624,228.4962,67.0243,34.5992,43.6807,3.7098
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 05:00,84.0934,0.0039,11.8221,11.826,3.7186,232.1203,69.32,34.6384,43.7575,5.323
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 06:00,84.1654,0.0034,11.7762,11.7796,3.7179,234.2937,68.9081,34.6377,43.7745,5.5707
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 07:00,84.1155,0.003,11.7678,11.7707,3.7762,231.3035,64.3102,34.6599,43.7925,7.3516
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 08:00,84.1593,0.0024,11.7256,11.728,3.7772,232.3072,60.9224,34.6724,43.8169,5.6747
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 09:00,84.066,0.0023,11.8993,11.9015,3.7087,225.3971,59.8303,34.5785,43.6902,4.8466
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,6/9/2017 10:00,83.9377,0.0024,12.0793,12.0818,3.6855,222.41,59.5452,34.4832,43.5601,5.5297
